"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Fri Jun 09 16:18:32 BST 2023","Fri Jun 09 16:19:24 BST 2023","52664","","Validating the new Vue Content section","","","","Admin logs in",""
